municipio,humedad_relativa,año
ONZAGA,87.9,2017
PALMAR,89.06,2017
PALMAS DEL SOCORRO,94.86,2017
PÁRAMO,95.0,2017
PIEDECUESTA,85.84,2017
PINCHOTE,,2017
PUENTE NACIONAL,88.99,2017
PUERTO PARRA,94.23,2017
PUERTO WILCHES,92.31,2017
RIONEGRO,89.16,2017
SABANA DE TORRES,91.23,2017
SAN ANDRÉS,88.57,2017
SAN BENITO,,2017
SAN GIL,88.99,2017
SAN JOAQUÍN,89.71,2017
SAN JOSÉ DE MIRANDA,,2017
SAN MIGUEL,,2017
SAN VICENTE DE CHUCURÍ,91.31,2017
SANTA BÁRBARA,87.33,2017
SANTA HELENA DEL OPÓN,87.1,2017
SIMACOTA,93.15,2017
SOCORRO,88.01,2017
SUAITA,93.04,2017
SUCRE,91.52,2017
SURATÁ,88.01,2017
TONA,87.46,2017
VALLE DE SAN JOSÉ,92.75,2017
VÉLEZ,88.65,2017
VETAS,88.35,2017
VILLANUEVA,,2017
ZAPATOCA,94.15,2017
SINCELEJO,0.0,2017
BUENAVISTA,89.33,2017
CAIMITO,44.6,2017
COLOSÓ,0.0,2017
COROZAL,0.0,2017
COVEÑAS,0.0,2017
CHALÁN,0.0,2017
EL ROBLE,45.25,2017
GALERAS,90.12,2017
GUARANDA,95.4,2017
LA UNIÓN,0.0,2017
LOS PALMITOS,0.0,2017
MAJAGUAL,95.19,2017
MORROA,0.0,2017
OVEJAS,22.3,2017
PALMITO,0.0,2017
SAMPUÉS,0.0,2017
SAN BENITO ABAD,84.65,2017
SAN JUAN DE BETULIA,0.0,2017
SAN MARCOS,36.8,2017
SAN ONOFRE,0.0,2017
SAN PEDRO,89.66,2017
SAN LUIS DE SINCÉ,59.94,2017
SUCRE,91.39,2017
SANTIAGO DE TOLÚ,0.0,2017
SAN JOSÉ DE TOLUVIEJO,0.0,2017
IBAGUÉ,13.28,2017
ALPUJARRA,82.05,2017
ALVARADO,78.4,2017
AMBALEMA,82.28,2017
ANZOÁTEGUI,21.44,2017
ARMERO,86.64,2017
ATACO,0.0,2017
CAJAMARCA,0.0,2017
CARMEN DE APICALÁ,87.13,2017
CASABIANCA,44.43,2017
CHAPARRAL,0.0,2017
COELLO,86.44,2017
COYAIMA,40.26,2017
CUNDAY,82.58,2017
DOLORES,84.57,2017
ESPINAL,84.88,2017
FALAN,,2017
FLANDES,,2017
FRESNO,89.35,2017
GUAMO,84.93,2017
HERVEO,0.0,2017
HONDA,89.88,2017
ICONONZO,84.39,2017
LÉRIDA,81.29,2017
LÍBANO,84.55,2017
SAN SEBASTIÁN DE MARIQUITA,87.23,2017
MELGAR,83.52,2017
MURILLO,0.0,2017
NATAGAIMA,40.74,2017
ORTEGA,0.0,2017
PALOCABILDO,94.38,2017
PIEDRAS,85.39,2017
PLANADAS,0.0,2017
PRADO,82.9,2017
PURIFICACIÓN,82.5,2017
RIOBLANCO,0.0,2017
RONCESVALLES,0.0,2017
ROVIRA,0.0,2017
SALDAÑA,84.12,2017
SAN ANTONIO,0.0,2017
SAN LUIS,80.65,2017
SANTA ISABEL,82.6,2017
SUÁREZ,85.1,2017
VALLE DE SAN JUAN,38.7,2017
VENADILLO,79.91,2017
VILLAHERMOSA,43.6,2017
VILLARRICA,84.4,2017
CALI,0.0,2017
ALCALÁ,0.0,2017
ANDALUCÍA,0.0,2017
ANSERMANUEVO,0.0,2017
ARGELIA,0.0,2017
BOLÍVAR,0.0,2017
BUENAVENTURA,0.0,2017
GUADALAJARA DE BUGA,0.0,2017
BUGALAGRANDE,0.0,2017
CAICEDONIA,0.0,2017
CALIMA,0.0,2017
CANDELARIA,0.0,2017
CARTAGO,0.0,2017
DAGUA,0.0,2017
EL ÁGUILA,0.0,2017
EL CAIRO,0.0,2017
EL CERRITO,0.0,2017
EL DOVIO,0.0,2017
FLORIDA,0.0,2017
GINEBRA,0.0,2017
GUACARÍ,0.0,2017
JAMUNDÍ,0.0,2017
LA CUMBRE,0.0,2017
LA UNIÓN,,2017
LA VICTORIA,0.0,2017
OBANDO,0.0,2017
PALMIRA,0.0,2017
PRADERA,0.0,2017
RESTREPO,0.0,2017
RIOFRÍO,0.0,2017
ROLDANILLO,0.0,2017
SAN PEDRO,0.0,2017
SEVILLA,0.0,2017
TORO,0.0,2017
TRUJILLO,0.0,2017
TULUÁ,0.0,2017
ULLOA,,2017
VERSALLES,0.0,2017
VIJES,0.0,2017
YOTOCO,0.0,2017
YUMBO,0.0,2017
ZARZAL,0.0,2017
ARAUCA,84.69,2017
ARAUQUITA,89.06,2017
CRAVO NORTE,83.88,2017
FORTUL,86.35,2017
PUERTO RONDÓN,86.17,2017
SARAVENA,87.99,2017
TAME,83.99,2017
YOPAL,83.5,2017
AGUAZUL,84.5,2017
CHÁMEZA,91.41,2017
HATO COROZAL,84.07,2017
LA SALINA,83.39,2017
MANÍ,86.64,2017
MONTERREY,85.91,2017
NUNCHÍA,82.81,2017
OROCUÉ,85.41,2017
PAZ DE ARIPORO,84.63,2017
PORE,82.37,2017
RECETOR,87.23,2017
SABANALARGA,89.06,2017
SÁCAMA,86.82,2017
SAN LUIS DE PALENQUE,84.89,2017
TÁMARA,86.24,2017
TAURAMENA,87.93,2017
TRINIDAD,85.32,2017
VILLANUEVA,90.27,2017
MOCOA,0.0,2017
COLÓN,0.0,2017
ORITO,0.0,2017
PUERTO ASÍS,0.0,2017
PUERTO CAICEDO,0.0,2017
PUERTO GUZMÁN,0.0,2017
PUERTO LEGUÍZAMO,51.43,2017
SIBUNDOY,0.0,2017
SAN FRANCISCO,0.0,2017
SAN MIGUEL,0.0,2017
SANTIAGO,0.0,2017
VALLE DEL GUAMUEZ,0.0,2017
VILLAGARZÓN,0.0,2017
SAN ANDRÉS,,2017
PROVIDENCIA,,2017
LETICIA,95.34,2017
EL ENCANTO,95.76,2017
LA CHORRERA,95.69,2017
LA PEDRERA,95.3,2017
LA VICTORIA,95.43,2017
MIRITÍ - PARANÁ,95.46,2017
PUERTO ALEGRÍA,95.53,2017
PUERTO ARICA,95.65,2017
PUERTO NARIÑO,95.36,2017
PUERTO SANTANDER,95.55,2017
TARAPACÁ,95.3,2017
INÍRIDA,94.42,2017
BARRANCOMINAS,93.78,2017
SAN FELIPE,98.23,2017
PUERTO COLOMBIA,95.16,2017
LA GUADALUPE,98.83,2017
CACAHUAL,96.42,2017
PANA PANA,94.96,2017
MORICHAL,94.44,2017
SAN JOSÉ DEL GUAVIARE,93.53,2017
CALAMAR,93.77,2017
EL RETORNO,94.2,2017
MIRAFLORES,94.59,2017
MITÚ,95.02,2017
CARURÚ,94.73,2017
PACOA,95.19,2017
TARAIRA,95.39,2017
PAPUNAHUA,94.91,2017
YAVARATÉ,95.2,2017
PUERTO CARREÑO,85.06,2017
LA PRIMAVERA,85.01,2017
SANTA ROSALÍA,86.48,2017
CUMARIBO,90.91,2017
MEDELLÍN,0.0,2018
ABEJORRAL,0.0,2018
ABRIAQUÍ,0.0,2018
ALEJANDRÍA,,2018
AMAGÁ,0.0,2018
AMALFI,0.0,2018
ANDES,0.0,2018
ANGELÓPOLIS,0.0,2018
ANGOSTURA,0.0,2018
ANORÍ,0.0,2018
SANTA FÉ DE ANTIOQUIA,0.0,2018
ANZÁ,0.0,2018
APARTADÓ,0.0,2018
ARBOLETES,0.0,2018
ARGELIA,0.0,2018
ARMENIA,0.0,2018
BARBOSA,0.0,2018
BELMIRA,0.0,2018
BELLO,0.0,2018
BETANIA,0.0,2018
BETULIA,0.0,2018
CIUDAD BOLÍVAR,0.0,2018
BRICEÑO,0.0,2018
BURITICÁ,0.0,2018
CÁCERES,0.0,2018
CAICEDO,0.0,2018
CALDAS,0.0,2018
CAMPAMENTO,0.0,2018
CAÑASGORDAS,0.0,2018
CARACOLÍ,0.0,2018
CARAMANTA,,2018
CAREPA,0.0,2018
EL CARMEN DE VIBORAL,0.0,2018
CAROLINA,0.0,2018
CAUCASIA,0.0,2018
CHIGORODÓ,0.0,2018
CISNEROS,,2018
COCORNÁ,0.0,2018
CONCEPCIÓN,0.0,2018
CONCORDIA,0.0,2018
COPACABANA,0.0,2018
DABEIBA,0.0,2018
DONMATÍAS,0.0,2018
EBÉJICO,0.0,2018
EL BAGRE,0.0,2018
ENTRERRÍOS,0.0,2018
ENVIGADO,,2018
FREDONIA,0.0,2018
FRONTINO,0.0,2018
GIRALDO,,2018
GIRARDOTA,,2018
GÓMEZ PLATA,0.0,2018
GRANADA,0.0,2018
GUADALUPE,0.0,2018
GUARNE,0.0,2018
GUATAPÉ,,2018
HELICONIA,0.0,2018
HISPANIA,0.0,2018
ITAGÜÍ,0.0,2018
ITUANGO,0.0,2018
JARDÍN,0.0,2018
JERICÓ,0.0,2018
LA CEJA,,2018
LA ESTRELLA,,2018
LA PINTADA,0.0,2018
LA UNIÓN,0.0,2018
LIBORINA,0.0,2018
MACEO,0.0,2018
MARINILLA,0.0,2018
MONTEBELLO,0.0,2018
MURINDÓ,0.0,2018
MUTATÁ,0.0,2018
NARIÑO,0.0,2018
NECOCLÍ,0.0,2018
NECHÍ,0.0,2018
OLAYA,0.0,2018
PEÑOL,0.0,2018
PEQUE,0.0,2018
PUEBLORRICO,,2018
PUERTO BERRÍO,0.0,2018
PUERTO NARE,0.0,2018
PUERTO TRIUNFO,0.0,2018
REMEDIOS,0.0,2018
RETIRO,0.0,2018
RIONEGRO,0.0,2018
SABANALARGA,0.0,2018
SABANETA,,2018
SALGAR,0.0,2018
SAN ANDRÉS DE CUERQUÍA,0.0,2018
SAN CARLOS,0.0,2018
SAN FRANCISCO,0.0,2018
SAN JERÓNIMO,0.0,2018
SAN JOSÉ DE LA MONTAÑA,0.0,2018
SAN JUAN DE URABÁ,0.0,2018
SAN LUIS,0.0,2018
SAN PEDRO DE LOS MILAGROS,0.0,2018
SAN PEDRO DE URABÁ,0.0,2018
SAN RAFAEL,0.0,2018
SAN ROQUE,0.0,2018
SAN VICENTE FERRER,0.0,2018
SANTA BÁRBARA,0.0,2018
SANTA ROSA DE OSOS,0.0,2018
SANTO DOMINGO,0.0,2018
EL SANTUARIO,,2018
SEGOVIA,0.0,2018
SONSÓN,0.0,2018
SOPETRÁN,0.0,2018
TÁMESIS,0.0,2018
TARAZÁ,0.0,2018
TARSO,,2018
TITIRIBÍ,0.0,2018
TOLEDO,0.0,2018
TURBO,0.0,2018
URAMITA,0.0,2018
URRAO,0.0,2018
VALDIVIA,0.0,2018
VALPARAÍSO,0.0,2018
VEGACHÍ,0.0,2018
VENECIA,0.0,2018
VIGÍA DEL FUERTE,0.0,2018
YALÍ,0.0,2018
YARUMAL,0.0,2018
YOLOMBÓ,0.0,2018
YONDÓ,0.0,2018
ZARAGOZA,0.0,2018
BARRANQUILLA,86.8,2018
BARANOA,90.87,2018
CAMPO DE LA CRUZ,88.72,2018
CANDELARIA,90.11,2018
GALAPA,89.31,2018
JUAN DE ACOSTA,88.66,2018
LURUACO,43.98,2018
MALAMBO,,2018
MANATÍ,88.14,2018
PALMAR DE VARELA,89.85,2018
PIOJÓ,29.36,2018
POLONUEVO,,2018
PONEDERA,91.28,2018
PUERTO COLOMBIA,87.11,2018
REPELÓN,44.17,2018
SABANAGRANDE,89.15,2018
SABANALARGA,90.12,2018
SANTA LUCÍA,,2018
SANTO TOMÁS,,2018
SOLEDAD,88.67,2018
SUAN,89.59,2018
TUBARÁ,88.83,2018
USIACURÍ,,2018
"BOGOTÁ, D.C.",0.0,2018
CARTAGENA DE INDIAS,0.0,2018
ACHÍ,0.0,2018
ALTOS DEL ROSARIO,0.0,2018
ARENAL,0.0,2018
ARJONA,0.0,2018
ARROYOHONDO,88.11,2018
BARRANCO DE LOBA,0.0,2018
CALAMAR,88.79,2018
CANTAGALLO,0.0,2018
CICUCO,0.0,2018
CÓRDOBA,0.0,2018
CLEMENCIA,,2018
EL CARMEN DE BOLÍVAR,0.0,2018
EL GUAMO,0.0,2018
EL PEÑÓN,0.0,2018
HATILLO DE LOBA,0.0,2018
MAGANGUÉ,0.0,2018
MAHATES,22.29,2018
MARGARITA,0.0,2018
MARÍA LA BAJA,0.0,2018
MONTECRISTO,0.0,2018
SANTA CRUZ DE MOMPOX,0.0,2018
MORALES,0.0,2018
NOROSÍ,0.0,2018
PINILLOS,0.0,2018
REGIDOR,0.0,2018
RÍO VIEJO,0.0,2018
SAN CRISTÓBAL,,2018
SAN ESTANISLAO,0.0,2018
SAN FERNANDO,0.0,2018
SAN JACINTO,0.0,2018
SAN JACINTO DEL CAUCA,0.0,2018
SAN JUAN NEPOMUCENO,0.0,2018
SAN MARTÍN DE LOBA,0.0,2018
SAN PABLO,0.0,2018
SANTA CATALINA,0.0,2018
SANTA ROSA,0.0,2018
SANTA ROSA DEL SUR,0.0,2018
SIMITÍ,0.0,2018
SOPLAVIENTO,88.03,2018
TALAIGUA NUEVO,0.0,2018
TIQUISIO,0.0,2018
TURBACO,0.0,2018
TURBANA,0.0,2018
VILLANUEVA,0.0,2018
ZAMBRANO,0.0,2018
TUNJA,0.0,2018
ALMEIDA,,2018
AQUITANIA,0.0,2018
ARCABUCO,,2018
BELÉN,0.0,2018
BERBEO,0.0,2018
BETÉITIVA,0.0,2018
BOAVITA,0.0,2018
BOYACÁ,,2018
BRICEÑO,0.0,2018
BUENAVISTA,0.0,2018
BUSBANZÁ,,2018
CALDAS,0.0,2018
CAMPOHERMOSO,0.0,2018
CERINZA,,2018
CHINAVITA,0.0,2018
CHIQUINQUIRÁ,0.0,2018
CHISCAS,0.0,2018
CHITA,0.0,2018
CHITARAQUE,0.0,2018
CHIVATÁ,,2018
CIÉNEGA,0.0,2018
CÓMBITA,0.0,2018
COPER,0.0,2018
CORRALES,,2018
COVARACHÍA,0.0,2018
CUBARÁ,0.0,2018
CUCAITA,,2018
CUÍTIVA,0.0,2018
CHÍQUIZA,0.0,2018
CHIVOR,0.0,2018
DUITAMA,0.0,2018
EL COCUY,0.0,2018
EL ESPINO,0.0,2018
FIRAVITOBA,0.0,2018
FLORESTA,0.0,2018
GACHANTIVÁ,,2018
GÁMEZA,0.0,2018
GARAGOA,0.0,2018
GUACAMAYAS,,2018
GUATEQUE,0.0,2018
GUAYATÁ,0.0,2018
GÜICÁN DE LA SIERRA,0.0,2018
IZA,0.0,2018
JENESANO,0.0,2018
JERICÓ,0.0,2018
LABRANZAGRANDE,0.0,2018
LA CAPILLA,,2018
LA VICTORIA,,2018
LA UVITA,,2018
VILLA DE LEYVA,0.0,2018
MACANAL,0.0,2018
MARIPÍ,0.0,2018
MIRAFLORES,0.0,2018
MONGUA,0.0,2018
MONGUÍ,0.0,2018
MONIQUIRÁ,0.0,2018
MOTAVITA,0.0,2018
MUZO,0.0,2018
NOBSA,,2018
NUEVO COLÓN,,2018
OICATÁ,0.0,2018
OTANCHE,0.0,2018
PACHAVITA,0.0,2018
PÁEZ,0.0,2018
PAIPA,0.0,2018
PAJARITO,0.0,2018
PANQUEBA,,2018
PAUNA,0.0,2018
PAYA,0.0,2018
PAZ DE RÍO,,2018
PESCA,0.0,2018
PISBA,0.0,2018
PUERTO BOYACÁ,0.0,2018
QUÍPAMA,0.0,2018
RAMIRIQUÍ,0.0,2018
RÁQUIRA,0.0,2018
RONDÓN,0.0,2018
SABOYÁ,0.0,2018
SÁCHICA,,2018
SAMACÁ,0.0,2018
SAN EDUARDO,,2018
SAN JOSÉ DE PARE,0.0,2018
SAN LUIS DE GACENO,0.0,2018
SAN MATEO,0.0,2018
SAN MIGUEL DE SEMA,,2018
SAN PABLO DE BORBUR,0.0,2018
SANTANA,0.0,2018
SANTA MARÍA,0.0,2018
SANTA ROSA DE VITERBO,0.0,2018
SANTA SOFÍA,0.0,2018
SATIVANORTE,0.0,2018
SATIVASUR,,2018
SIACHOQUE,0.0,2018
SOATÁ,0.0,2018
SOCOTÁ,0.0,2018
SOCHA,0.0,2018
SOGAMOSO,0.0,2018
SOMONDOCO,0.0,2018
SORA,,2018
SOTAQUIRÁ,0.0,2018
SORACÁ,0.0,2018
SUSACÓN,0.0,2018
SUTAMARCHÁN,0.0,2018
SUTATENZA,,2018
TASCO,0.0,2018
TENZA,0.0,2018
TIBANÁ,0.0,2018
TIBASOSA,0.0,2018
TINJACÁ,0.0,2018
TIPACOQUE,0.0,2018
TOCA,0.0,2018
TOGÜÍ,0.0,2018
TÓPAGA,,2018
TOTA,0.0,2018
TUNUNGUÁ,,2018
TURMEQUÉ,0.0,2018
TUTA,0.0,2018
TUTAZÁ,0.0,2018
ÚMBITA,0.0,2018
VENTAQUEMADA,0.0,2018
VIRACACHÁ,,2018
ZETAQUIRA,0.0,2018
MANIZALES,0.0,2018
AGUADAS,0.0,2018
ANSERMA,0.0,2018
ARANZAZU,0.0,2018
BELALCÁZAR,0.0,2018
CHINCHINÁ,0.0,2018
FILADELFIA,0.0,2018
LA DORADA,0.0,2018
LA MERCED,,2018
MANZANARES,0.0,2018
MARMATO,0.0,2018
MARQUETALIA,0.0,2018
MARULANDA,0.0,2018
NEIRA,0.0,2018
NORCASIA,0.0,2018
PÁCORA,0.0,2018
PALESTINA,,2018
PENSILVANIA,0.0,2018
RIOSUCIO,0.0,2018
RISARALDA,0.0,2018
SALAMINA,0.0,2018
SAMANÁ,0.0,2018
SAN JOSÉ,0.0,2018
SUPÍA,0.0,2018
VICTORIA,0.0,2018
VILLAMARÍA,0.0,2018
VITERBO,0.0,2018
FLORENCIA,0.0,2018
ALBANIA,0.0,2018
BELÉN DE LOS ANDAQUÍES,0.0,2018
CARTAGENA DEL CHAIRÁ,0.0,2018
CURILLO,0.0,2018
EL DONCELLO,0.0,2018
EL PAUJÍL,0.0,2018
LA MONTAÑITA,0.0,2018
MILÁN,0.0,2018
MORELIA,0.0,2018
PUERTO RICO,0.0,2018
SAN JOSÉ DEL FRAGUA,0.0,2018
SAN VICENTE DEL CAGUÁN,0.0,2018
SOLANO,0.0,2018
SOLITA,0.0,2018
VALPARAÍSO,0.0,2018
POPAYÁN,0.0,2018
ALMAGUER,0.0,2018
ARGELIA,0.0,2018
BALBOA,0.0,2018
BOLÍVAR,0.0,2018
BUENOS AIRES,0.0,2018
CAJIBÍO,0.0,2018
CALDONO,0.0,2018
CALOTO,0.0,2018
CORINTO,0.0,2018
EL TAMBO,0.0,2018
FLORENCIA,0.0,2018
GUACHENÉ,0.0,2018
GUAPI,0.0,2018
INZÁ,0.0,2018
JAMBALÓ,0.0,2018
LA SIERRA,0.0,2018
LA VEGA,0.0,2018
LÓPEZ DE MICAY,0.0,2018
MERCADERES,0.0,2018
MIRANDA,0.0,2018
MORALES,0.0,2018
PADILLA,0.0,2018
PÁEZ,0.0,2018
PATÍA,0.0,2018
PIAMONTE,0.0,2018
PIENDAMÓ - TUNÍA,0.0,2018
PUERTO TEJADA,,2018
PURACÉ,0.0,2018
ROSAS,0.0,2018
SAN SEBASTIÁN,0.0,2018
SANTANDER DE QUILICHAO,0.0,2018
SANTA ROSA,0.0,2018
SILVIA,0.0,2018
SOTARÁ PAISPAMBA,0.0,2018
SUÁREZ,0.0,2018
SUCRE,0.0,2018
TIMBÍO,0.0,2018
TIMBIQUÍ,0.0,2018
TORIBÍO,0.0,2018
TOTORÓ,0.0,2018
VILLA RICA,,2018
VALLEDUPAR,0.0,2018
AGUACHICA,0.0,2018
AGUSTÍN CODAZZI,0.0,2018
ASTREA,0.0,2018
BECERRIL,0.0,2018
BOSCONIA,0.0,2018
CHIMICHAGUA,0.0,2018
CHIRIGUANÁ,0.0,2018
CURUMANÍ,0.0,2018
EL COPEY,0.0,2018
EL PASO,0.0,2018
GAMARRA,0.0,2018
GONZÁLEZ,0.0,2018
LA GLORIA,0.0,2018
LA JAGUA DE IBIRICO,0.0,2018
MANAURE BALCÓN DEL CESAR,0.0,2018
PAILITAS,0.0,2018
PELAYA,0.0,2018
PUEBLO BELLO,0.0,2018
RÍO DE ORO,0.0,2018
LA PAZ,0.0,2018
SAN ALBERTO,0.0,2018
SAN DIEGO,0.0,2018
SAN MARTÍN,0.0,2018
TAMALAMEQUE,0.0,2018
MONTERÍA,0.0,2018
AYAPEL,0.0,2018
BUENAVISTA,0.0,2018
CANALETE,0.0,2018
CERETÉ,0.0,2018
CHIMÁ,0.0,2018
CHINÚ,0.0,2018
CIÉNAGA DE ORO,0.0,2018
COTORRA,,2018
LA APARTADA,0.0,2018
LORICA,0.0,2018
LOS CÓRDOBAS,0.0,2018
MOMIL,0.0,2018
MONTELÍBANO,0.0,2018
MOÑITOS,0.0,2018
PLANETA RICA,0.0,2018
PUEBLO NUEVO,0.0,2018
PUERTO ESCONDIDO,0.0,2018
PUERTO LIBERTADOR,0.0,2018
PURÍSIMA DE LA CONCEPCIÓN,0.0,2018
SAHAGÚN,0.0,2018
SAN ANDRÉS DE SOTAVENTO,0.0,2018
SAN ANTERO,0.0,2018
SAN BERNARDO DEL VIENTO,0.0,2018
SAN CARLOS,0.0,2018
SAN JOSÉ DE URÉ,0.0,2018
SAN PELAYO,0.0,2018
TIERRALTA,0.0,2018
TUCHÍN,,2018
VALENCIA,0.0,2018
AGUA DE DIOS,0.0,2018
ALBÁN,,2018
ANAPOIMA,0.0,2018
ANOLAIMA,0.0,2018
ARBELÁEZ,0.0,2018
BELTRÁN,0.0,2018
BITUIMA,,2018
BOJACÁ,0.0,2018
CABRERA,0.0,2018
CACHIPAY,0.0,2018
CAJICÁ,,2018
CAPARRAPÍ,0.0,2018
CÁQUEZA,0.0,2018
CARMEN DE CARUPA,0.0,2018
CHAGUANÍ,0.0,2018
CHÍA,0.0,2018
CHIPAQUE,0.0,2018
CHOACHÍ,0.0,2018
CHOCONTÁ,0.0,2018
COGUA,0.0,2018
COTA,0.0,2018
CUCUNUBÁ,0.0,2018
EL COLEGIO,0.0,2018
EL PEÑÓN,0.0,2018
EL ROSAL,,2018
FACATATIVÁ,0.0,2018
FÓMEQUE,0.0,2018
FOSCA,0.0,2018
FUNZA,0.0,2018
FÚQUENE,0.0,2018
FUSAGASUGÁ,0.0,2018
GACHALÁ,0.0,2018
GACHANCIPÁ,,2018
GACHETÁ,0.0,2018
GAMA,0.0,2018
GIRARDOT,0.0,2018
GRANADA,,2018
GUACHETÁ,0.0,2018
GUADUAS,0.0,2018
GUASCA,0.0,2018
GUATAQUÍ,,2018
GUATAVITA,0.0,2018
GUAYABAL DE SÍQUIMA,0.0,2018
GUAYABETAL,0.0,2018
GUTIÉRREZ,0.0,2018
JERUSALÉN,0.0,2018
JUNÍN,0.0,2018
LA CALERA,0.0,2018
LA MESA,0.0,2018
LA PALMA,0.0,2018
LA PEÑA,0.0,2018
LA VEGA,,2018
LENGUAZAQUE,0.0,2018
MACHETÁ,0.0,2018
MADRID,,2018
MANTA,,2018
MEDINA,0.0,2018
MOSQUERA,,2018
NARIÑO,0.0,2018
NEMOCÓN,0.0,2018
NILO,0.0,2018
NIMAIMA,,2018
NOCAIMA,0.0,2018
VENECIA,,2018
PACHO,0.0,2018
PAIME,0.0,2018
PANDI,0.0,2018
PARATEBUENO,0.0,2018
PASCA,0.0,2018
PUERTO SALGAR,0.0,2018
PULÍ,0.0,2018
QUEBRADANEGRA,0.0,2018
QUETAME,0.0,2018
QUIPILE,,2018
APULO,0.0,2018
RICAURTE,0.0,2018
SAN ANTONIO DEL TEQUENDAMA,,2018
SAN BERNARDO,0.0,2018
SAN CAYETANO,0.0,2018
SAN FRANCISCO,0.0,2018
SAN JUAN DE RIOSECO,0.0,2018
SASAIMA,0.0,2018
SESQUILÉ,0.0,2018
SIBATÉ,0.0,2018
SILVANIA,0.0,2018
SIMIJACA,0.0,2018
SOACHA,0.0,2018
SOPÓ,,2018
SUBACHOQUE,0.0,2018
SUESCA,0.0,2018
SUPATÁ,0.0,2018
SUSA,,2018
SUTATAUSA,,2018
TABIO,0.0,2018
TAUSA,0.0,2018
TENA,,2018
TENJO,0.0,2018
TIBACUY,0.0,2018
TIBIRITA,0.0,2018
TOCAIMA,0.0,2018
TOCANCIPÁ,0.0,2018
TOPAIPÍ,,2018
UBALÁ,0.0,2018
UBAQUE,0.0,2018
VILLA DE SAN DIEGO DE UBATÉ,0.0,2018
UNE,0.0,2018
ÚTICA,0.0,2018
VERGARA,0.0,2018
VIANÍ,,2018
VILLAGÓMEZ,0.0,2018
VILLAPINZÓN,0.0,2018
VILLETA,0.0,2018
VIOTÁ,0.0,2018
YACOPÍ,0.0,2018
ZIPACÓN,0.0,2018
ZIPAQUIRÁ,0.0,2018
QUIBDÓ,0.0,2018
ACANDÍ,0.0,2018
ALTO BAUDÓ,0.0,2018
ATRATO,0.0,2018
BAGADÓ,0.0,2018
BAHÍA SOLANO,0.0,2018
BAJO BAUDÓ,0.0,2018
BOJAYÁ,0.0,2018
EL CANTÓN DEL SAN PABLO,0.0,2018
CARMEN DEL DARIÉN,0.0,2018
CÉRTEGUI,0.0,2018
CONDOTO,0.0,2018
EL CARMEN DE ATRATO,0.0,2018
EL LITORAL DEL SAN JUAN,0.0,2018
ISTMINA,0.0,2018
JURADÓ,0.0,2018
LLORÓ,0.0,2018
MEDIO ATRATO,0.0,2018
MEDIO BAUDÓ,0.0,2018
MEDIO SAN JUAN,0.0,2018
NÓVITA,0.0,2018
NUQUÍ,0.0,2018
RÍO IRÓ,0.0,2018
RÍO QUITO,0.0,2018
RIOSUCIO,0.0,2018
SAN JOSÉ DEL PALMAR,0.0,2018
SIPÍ,0.0,2018
TADÓ,0.0,2018
UNGUÍA,0.0,2018
UNIÓN PANAMERICANA,,2018
NEIVA,0.0,2018
ACEVEDO,0.0,2018
AGRADO,0.0,2018
AIPE,0.0,2018
ALGECIRAS,0.0,2018
ALTAMIRA,0.0,2018
BARAYA,0.0,2018
CAMPOALEGRE,0.0,2018
COLOMBIA,0.0,2018
ELÍAS,0.0,2018
GARZÓN,0.0,2018
GIGANTE,0.0,2018
GUADALUPE,0.0,2018
HOBO,0.0,2018
ÍQUIRA,0.0,2018
ISNOS,0.0,2018
LA ARGENTINA,0.0,2018
LA PLATA,0.0,2018
NÁTAGA,0.0,2018
OPORAPA,0.0,2018
PAICOL,0.0,2018
PALERMO,0.0,2018
PALESTINA,0.0,2018
PITAL,0.0,2018
PITALITO,0.0,2018
RIVERA,0.0,2018
SALADOBLANCO,0.0,2018
SAN AGUSTÍN,0.0,2018
SANTA MARÍA,0.0,2018
SUAZA,0.0,2018
TARQUI,0.0,2018
TESALIA,0.0,2018
TELLO,0.0,2018
TERUEL,0.0,2018
TIMANÁ,0.0,2018
VILLAVIEJA,0.0,2018
YAGUARÁ,0.0,2018
RIOHACHA,0.0,2018
ALBANIA,0.0,2018
BARRANCAS,0.0,2018
DIBULLA,0.0,2018
DISTRACCIÓN,0.0,2018
EL MOLINO,0.0,2018
FONSECA,0.0,2018
HATONUEVO,0.0,2018
LA JAGUA DEL PILAR,0.0,2018
MAICAO,0.0,2018
MANAURE,0.0,2018
SAN JUAN DEL CESAR,0.0,2018
URIBIA,0.0,2018
URUMITA,0.0,2018
VILLANUEVA,0.0,2018
SANTA MARTA,0.0,2018
ALGARROBO,0.0,2018
ARACATACA,0.0,2018
ARIGUANÍ,0.0,2018
CERRO DE SAN ANTONIO,89.76,2018
CHIVOLO,22.55,2018
CIÉNAGA,0.0,2018
CONCORDIA,,2018
EL BANCO,0.0,2018
EL PIÑÓN,90.22,2018
EL RETÉN,0.0,2018
FUNDACIÓN,0.0,2018
GUAMAL,0.0,2018
NUEVA GRANADA,0.0,2018
PEDRAZA,66.34,2018
PIJIÑO DEL CARMEN,0.0,2018
PIVIJAY,31.99,2018
PLATO,0.0,2018
PUEBLOVIEJO,0.0,2018
REMOLINO,90.41,2018
SABANAS DE SAN ÁNGEL,0.0,2018
SALAMINA,90.27,2018
