"municipio","periodo_global","REM","Model","Flag","APC","Joinpoints","Final Selected Model"
"SUAN",26,0.77,1.20,NA,0.8058,0,0
"SUAN",27,2.10,1.20,NA,0.8058,0,0
"SUAN",28,1.20,1.21,NA,0.8058,0,0
"SUAN",29,0.99,1.22,NA,0.8058,0,0
"SUAN",30,5.00,1.23,NA,0.8058,0,0
"SUAN",50,0.18,1.45,NA,0.8058,0,0
"SUAN",51,0.14,1.46,NA,0.8058,0,0
"SUAN",52,0.39,1.47,NA,0.8058,0,0
"SUAN",53,1.35,1.48,NA,0.8058,0,0
"SUAN",54,5.72,1.50,NA,0.8058,0,0
"SUAN",55,6.29,1.51,NA,0.8058,0,0
"SUAN",56,2.63,1.52,NA,0.8058,0,0
"SUAN",57,5.62,1.53,NA,0.8058,0,0
"SUAN",58,6.52,1.55,NA,0.8058,0,0
"SUAN",59,2.55,1.56,NA,0.8058,0,0
"SUAN",60,2.55,1.57,NA,0.8058,0,0
"SUAN",61,0.92,1.58,NA,0.8058,0,0
"SUAN",62,0.29,1.60,NA,0.8058,0,0
"SUAN",71,3.21,1.71,NA,0.8058,0,0
"SUAN",73,0.43,1.74,NA,0.8058,0,0
"SUAN",74,2.62,1.76,NA,0.8058,0,0
"SUAN",75,1.86,1.77,NA,0.8058,0,0
"SUAN",77,2.86,1.80,NA,0.8058,0,0
"TUBARÁ",7,0.75,0.90,NA,-1.0507,0,0
"TUBARÁ",8,1.82,0.89,NA,-1.0507,0,0
"TUBARÁ",9,1.20,0.88,NA,-1.0507,0,0
"TUBARÁ",10,1.15,0.87,NA,-1.0507,0,0
"TUBARÁ",11,0.34,0.86,NA,-1.0507,0,0
"TUBARÁ",13,0.24,0.85,NA,-1.0507,0,0
"TUBARÁ",14,0.27,0.84,NA,-1.0507,0,0
"TUBARÁ",20,0.59,0.79,NA,-1.0507,0,0
"TUBARÁ",24,0.70,0.75,NA,-1.0507,0,0
"TUBARÁ",27,0.65,0.73,NA,-1.0507,0,0
"TUBARÁ",28,2.76,0.72,NA,-1.0507,0,0
"TUBARÁ",29,0.68,0.72,NA,-1.0507,0,0
"TUBARÁ",32,2.48,0.69,NA,-1.0507,0,0
"TUBARÁ",33,5.70,0.69,NA,-1.0507,0,0
"TUBARÁ",44,2.82,0.61,NA,-1.0507,0,0
"TUBARÁ",48,0.21,0.59,NA,-1.0507,0,0
"TUBARÁ",50,0.38,0.57,NA,-1.0507,0,0
"TUBARÁ",51,0.29,0.57,NA,-1.0507,0,0
"TUBARÁ",52,0.14,0.56,NA,-1.0507,0,0
"TUBARÁ",53,0.24,0.56,NA,-1.0507,0,0
"TUBARÁ",54,0.33,0.55,NA,-1.0507,0,0
"TUBARÁ",55,0.63,0.54,NA,-1.0507,0,0
"TUBARÁ",56,0.92,0.54,NA,-1.0507,0,0
"TUBARÁ",57,0.78,0.53,NA,-1.0507,0,0
"TUBARÁ",59,1.52,0.52,NA,-1.0507,0,0
"TUBARÁ",62,0.20,0.50,NA,-1.0507,0,0
"TUBARÁ",63,0.94,0.50,NA,-1.0507,0,0
"TUBARÁ",64,1.07,0.49,NA,-1.0507,0,0
"TUBARÁ",65,0.10,0.49,NA,-1.0507,0,0
"TUBARÁ",67,0.24,0.48,NA,-1.0507,0,0
"TUBARÁ",69,1.01,0.47,NA,-1.0507,0,0
"TUBARÁ",72,0.54,0.45,NA,-1.0507,0,0
"TUBARÁ",77,0.50,0.43,NA,-1.0507,0,0
"USIACURÍ",1,0.58,1.76,NA,-2.7432*,2,2
"USIACURÍ",6,1.84,1.53,NA,-2.7432*,2,2
"USIACURÍ",7,4.24,1.49,NA,-2.7432*,2,2
"USIACURÍ",8,4.31,1.45,NA,-2.7432*,2,2
"USIACURÍ",11,0.96,1.33,NA,-2.7432*,2,2
"USIACURÍ",12,1.08,1.30,NA,-2.7432*,2,2
"USIACURÍ",13,0.68,1.26,NA,-2.7432*,2,2
"USIACURÍ",15,1.49,1.19,NA,-2.7432*,2,2
"USIACURÍ",20,0.84,1.04,NA,-2.7432*,2,2
"USIACURÍ",22,2.04,0.98,NA,-2.7432*,2,2
"USIACURÍ",25,0.32,0.90,NA,-2.7432*,2,2
"USIACURÍ",28,0.38,0.83,NA,-2.7432*,2,2
"USIACURÍ",36,1.58,0.67,NA,-2.7432*,2,2
"USIACURÍ",52,0.37,0.43,NA,-2.7432*,2,2
"USIACURÍ",53,0.32,0.41,NA,-2.7432*,2,2
"USIACURÍ",57,2.14,0.37,NA,-2.7432*,2,2
"USIACURÍ",59,0.35,0.35,NA,-2.7432*,2,2
"USIACURÍ",63,0.36,0.31,NA,-2.7432*,2,2
"USIACURÍ",64,0.16,0.31,NA,-2.7432*,2,2
"USIACURÍ",65,0.27,0.30,NA,-2.7432*,2,2
"USIACURÍ",66,0.18,0.29,Joinpoint 1,NA,2,2
"USIACURÍ",69,2.72,3.08,NA,119.9957*,2,2
"USIACURÍ",70,5.56,6.77,NA,119.9957*,2,2
"USIACURÍ",71,10.60,14.89,NA,119.9957*,2,2
"USIACURÍ",72,33.27,32.75,Joinpoint 2,NA,2,2
"USIACURÍ",73,25.29,23.38,NA,-28.6171*,2,2
"USIACURÍ",74,14.23,16.69,NA,-28.6171*,2,2
"USIACURÍ",75,16.97,11.91,NA,-28.6171*,2,2
"USIACURÍ",76,20.34,8.50,NA,-28.6171*,2,2
"USIACURÍ",77,7.43,6.07,NA,-28.6171*,2,2
"USIACURÍ",78,1.79,4.33,NA,-28.6171*,2,2
